tender_no.,agency,tender_description,award_date,tender_detail_status,supplier_name,total_awarded_amt
SPO000ETT14000148,Singapore Polytechnic,"CL14/0232 and tender ref:SP/CLS/14/0062/TNM To supply, deliver, install and commission of one unit of simultaneous TGA and DSC as attached specification.",2015-01-22,Awarded to Suppliers,Mettler-Toledo (S) Pte Ltd,78500
SPO000ETT14000149,Singapore Polytechnic,"AS14/0035 Tender for deliver, install & maintain 2 Heavy Duty Photocopiers for a period of 5 years from 1 April 2015 to 31 March 2020",2015-04-13,Awarded to Suppliers,Fuji Xerox Singapore Pte Ltd,18788
SPO000ETT14000150,Singapore Polytechnic,"ET14/0133-V1 Tender for Overseas Industrial Training Programme (oITP) to loT Research Insitute, Wuxi, China from 7 March 2015 to 18 April 2015",2015-02-12,Awarded to No Suppliers,na,0
SPO000ETT14000151,Singapore Polytechnic,CI14/0097 Implementation of workflow and forms product for sharepoint 2013 and development of two custom applications,2015-05-08,Awarded to No Suppliers,na,0
SPO000ETT14000152,Singapore Polytechnic,"DT14/0015 - Appointment of Evaluation Consultant for IFL. For more details/clarifications, pls contact requestor: Mr. V. Maheantharan, directly.",2015-02-11,Awarded to No Suppliers,na,0
SPO000ETT15000001,Singapore Polytechnic,"RD14/0076-V2 - Tender for the appointment of Patent law firms in the IP Panel for a period of 1 year from the date of appointment, with an option to extend for an additional year. For more details, pls contact requestor: Mr Chua Wei Sun tel: 68790319",2015-06-24,Awarded to No Suppliers,na,0
SPO000ETT15000002,Singapore Polytechnic,CI14/0103 3-year term contract for provision of technical manpower services,2015-07-03,Awarded to Suppliers,NSEARCH GLOBAL PTE. LTD.,5
SPO000ETT15000002,Singapore Polytechnic,CI14/0103 3-year term contract for provision of technical manpower services,2015-07-03,Awarded to Suppliers,Total eBiz Solutions Pte Ltd,5
SPO000ETT15000002,Singapore Polytechnic,CI14/0103 3-year term contract for provision of technical manpower services,2015-07-03,Awarded to Suppliers,UST GLOBAL (SINGAPORE) PTE. LIMITED,5
SPO000ETT15000002,Singapore Polytechnic,CI14/0103 3-year term contract for provision of technical manpower services,2015-07-03,Awarded to Suppliers,WDC CONSULTING SINGAPORE PTE. LTD.,5
SPO000ETT15000002,Singapore Polytechnic,CI14/0103 3-year term contract for provision of technical manpower services,2015-07-03,Awarded to Suppliers,ZENITH INFOTECH (S) PTE LTD.,5
SPO000ETT15000003,Singapore Polytechnic,"ME14/0100  Tender for Supply, Deliver, Installation, Testing and Commissioning for Outdoor Air-cooled Liquid Chiller",2015-03-26,Awarded to Suppliers,LUOVA ENGINEERING PTE. LTD.,85000
SPO000ETT15000004,Singapore Polytechnic,"ED14/0371 Renovation work to solar car workshop @ W1219, Singapore Polytechnic",2015-02-10,Awarded to Suppliers,SV BROS PTE. LTD.,118709
SPO000ETT15000005,Singapore Polytechnic,"MA14/0083  Tender for Supply, Delivery and Installation of Servers and PCs  at Maritime Electronic & Communication System Simulation Lab",2015-06-18,Awarded to No Suppliers,na,0
SPO000ETT15000006,Singapore Polytechnic,"ED14/0378 Term contract for cleaning services to general facilities, event venues and foodcourts at Singapore Polytechnic for 2 years",2015-03-11,Awarded to Suppliers,RAMKY CLEANTECH SERVICES PTE. LTD.,3996000
SPO000ETT15000007,Singapore Polytechnic,ED14/0380 Term contract for inspection and upkeep of teaching facilities at Singapore Polytechnic for period 1/4/15 to 31/3/17 with option to extend on a yearly basis for the next two years,2015-03-27,Awarded to Suppliers,GOH & FOONG CONTRACTORS PTE LTD,249600
SPO000ETT15000008,Singapore Polytechnic,AS14/0047 Tender for catering for the 55th Singapore Polytechnic Graduation Reception to be held at Singapore Polytechnic Convention Centre from 18-22 May 2015 and 25 May 2015,2015-05-05,Awarded to Suppliers,CJS CATERING PTE LTD,88310
SPO000ETT15000009,Singapore Polytechnic,MA14/0091  TENDER FOR PROPOSED ADDITIONS AND ALTERATIONS TO EXISTING 1ST STOREY WORKSHOP W211A & W211B AT SINGAPORE POLYTECHNIC,2015-06-18,Awarded to Suppliers,TRAVTUS MANAGEMENT GROUP PTE. LTD.,446174
SPO000ETT15000011,Singapore Polytechnic,ED14/0395 Term contract for maintenance and repair works at Singapore Polytechnic staff apartments for the period from 1/4/2015 to 31/3/2017 with an option to extend for another two years,2015-03-09,Awarded to Suppliers,SENG FOO BUILDING CONSTRUCTION PTE LTD,615000
SPO000ETT15000012,Singapore Polytechnic,"SA14/0144 Tender for the Provision of Outsourced Administration & Logistic Support Services for Singapore Polytechnic for a period of one year from 01 April 2015 with an option to extend on a year by year basis, for a maximum of 2 additional years",2015-06-29,Awarded to Suppliers,PEOPLE ADVANTAGE PTE. LTD.,317040
SPO000ETT15000013,Singapore Polytechnic,CI14/0109 Enhance and maintain existing continuing education management system (CEMS),2015-04-07,Awarded to Suppliers,HCL SINGAPORE PTE. LTD.,838695
SPO000ETT15000014,Singapore Polytechnic,CI14/0112 Tender for purchase of oracle software licenses,2015-03-06,Awarded to Suppliers,NCS PTE. LTD.,246620
SPO000ETT15000015,Singapore Polytechnic,HR14/0046-V1 - To equip all Academic Staff in Singapore Polytechnic with relevant mind set and competencies in the area of pastoral care and career guidance.,2015-06-12,Awarded to Suppliers,ROHEI CORPORATION PTE. LTD.,558000
SPO000ETT15000016,Singapore Polytechnic,ED14/0415 Proposed additions & alterations to existing fire hydrant & fire hosereel systems including design and construction of a new single storey pump house for Singapore Polytechnic,2015-03-27,Awarded to No Suppliers,na,0
SPO000ETT15000017,Singapore Polytechnic,"EN14/0038 Tender for supply, delivery and commissioning of toolroom CNC vertical milling machine.",2015-04-06,Awarded to Suppliers,DKSH TECHNOLOGY PTE. LTD.,75500
SPO000ETT15000018,Singapore Polytechnic,"ED14/0419 Term contract for servicing, maintenance, repair & installation of: i)enterprise access system, ii)card assess system, iii)CCTV system, iv)key management system at Singapore Polytechnic for 24 months from 1/4/2015 to 31/3/2017 with an option to extend for another (12 months + 12 months)",2015-03-27,Awarded to Suppliers,SENG JOO HARDWARE PTE. LTD.,199007.5
SPO000ETT15000021,Singapore Polytechnic,"ET14/0192 ENDER FOR SUPPLY, DELIVERY, INSTALLATION, TESTING AND COMMISSIONING OF BIOMEDICAL INSTRUMENTATION MEASUREMENT AND TRAINING SYSTEM",2015-04-28,Awarded to Suppliers,K&H AVIATION PTE. LTD.,90000
SPO000ETT15000022,Singapore Polytechnic,"DT14/0018 - Appointment of Evaluation Consultant for IFL. For more details/clarifications, pls contact requestor: Mr. V. Maheantharan Email: mahean@sp.edu.sg directly.",2015-05-20,Awarded to Suppliers,AGARWAL SUMIT,150000
SPO000ETT15000023,Singapore Polytechnic,"SA14/0173-V1 Tender for the Sports for Life AY2015/2016  Bowling. An 8 weeks Bowling Sports Exposure Programme, including lanes and shoes rental for SP Year 1 students. A 10 weeks Bowling Elective Programme, including lanes and shoes rental for SP Year 2 & 3 students",2015-04-24,Awarded to Suppliers,STRIKE ACADEMY PTE. LTD.,144960
SPO000ETT15000024,Singapore Polytechnic,SA14/0147-V1 Tender for Provision of lifeguards services for SP Swimming Pool from April 2015 to March 2016 (Option to renew lifeguards services for up to 2 years),2015-04-20,Awarded to Suppliers,PASSION COVE,97350
SPO000ETT15000025,Singapore Polytechnic,SA14/0151-V1 Tender for  to provide qualified gym staff for management of the SP Gym @ Pool for the period April 2015 to March 2016 (With option to renew the gym management contract for 2 years),2015-04-23,Awarded to Suppliers,D' CUBE SPORTS MANAGEMENT PTE. LTD.,101200
SPO000ETT15000026,Singapore Polytechnic,IT14/0131 Tender for IBM SPSS Modeler Software and training for 3 years,2015-04-14,Awarded to Suppliers,SIFT ANALYTICS GROUP PTE. LTD.,68000
SPO000ETT15000027,Singapore Polytechnic,"SA14/0157-V1 Tender for the Sports for Life AY2015/2016  Badminton.  An 8 weeks Badminton Sports Exposure Programme, including Badminton court rental for SP Year 1 students. A 10 weeks Badminton Elective Programme for SP Year 2 & 3 students",2015-04-24,Awarded to Suppliers,TEAM AXIS PTE. LTD.,75520
SPO000ETT15000028,Singapore Polytechnic,SA14/0150-V1 To provide monthly Gym Maintenance and Repair Service for the fitness equipment in SP Gym@Pool for the period April 2015 to March 2016 (with option to renew the gym maintenance contract for 2 years),2015-04-07,Awarded to Suppliers,REFLEX-O RECREATIONS PTE LTD,6000
SPO000ETT15000029,Singapore Polytechnic,SA14/0158-V1 Tender for Sports for Life AY2015/2016 - PFP and Year 3 Strength & Conditioning A 12-week Fitness Training Programme for Semester 1 and a 12-week Games Series Programme for Semester 2 for SP PFP students. A 10-week Strength & Conditioning Elective Programme for SP Year 3 students.,2015-04-23,Awarded to Suppliers,TEAM AXIS PTE. LTD.,82240
SPO000ETT15000030,Singapore Polytechnic,SA14/0171-V1 Tender for Sports for Life AY2015/16  Dance & Wellness. An 8-week Dance (Zumba & Hip-hop) Sports Exposure Programme for SP Year 1 students. A 10-week Dance (Zumba & Hip-hop) Elective Programme for SP Year 2 & 3 students. An 8-week Wellness (Yoga) Sports Exposure Programme for SP Year 1 students. A 10-week Wellness (Yoga) Elective Programme for SP Year 2 & 3 students,2015-04-24,Awarded to Suppliers,"ACE RECREATION, SPORTS & WELLNESS PTE. LTD.",153600
SPO000ETT15000030,Singapore Polytechnic,SA14/0171-V1 Tender for Sports for Life AY2015/16  Dance & Wellness. An 8-week Dance (Zumba & Hip-hop) Sports Exposure Programme for SP Year 1 students. A 10-week Dance (Zumba & Hip-hop) Elective Programme for SP Year 2 & 3 students. An 8-week Wellness (Yoga) Sports Exposure Programme for SP Year 1 students. A 10-week Wellness (Yoga) Elective Programme for SP Year 2 & 3 students,2015-04-24,Awarded to Suppliers,TEAM AXIS PTE. LTD.,153600
SPO000ETT15000031,Singapore Polytechnic,SA14/0160-V1 Tender for Sports for Life AY2015/2016 - Laser Tag. An 8 weeks Laser Tag Sports Exposure Programme for SP Year 1 students,2015-04-23,Awarded to Suppliers,Combat Skirmish Singapore Pte. Ltd.,70400
SPO000ETT15000032,Singapore Polytechnic,SA14/0170-V1 Tender for Sports for Life AY2015/16  Swimming & Lifesaving (for Year 1 & Year 2 students). An 8-week Swimming & Lifesaving Sports Exposure Programme for SP Year 1 students. A 10-week Swimming & Lifesaving Elective Programme for SP Year 2 students.,2015-04-23,Awarded to Suppliers,THE LIFESAVING SWIM,98624
SPO000ETT15000034,Singapore Polytechnic,BE14/0128  Tender for Training package for 15 to 40  students and 1- 2 staff on OST to Taiwan from 17 June 2015 to 26 June 2015,2015-05-21,Awarded to No Suppliers,na,0
SPO000ETT15000036,Singapore Polytechnic,"ET14/0171-V1  TENDER  FOR THE SUPPLY OF EQUIPMENT, TOOLS AND SITE SERVICE FOR PORTABLE ULTRASONIC FLOWMETER",2015-05-18,Awarded to Suppliers,FLEXIM INSTRUMENTS ASIA PTE. LTD.,90388.32
SPO000ETT15000037,Singapore Polytechnic,SA14/0149-V2 To provide NAPFA Testers during the period of May 2015 and August 2015  December 2015 (with option to renew NAPFA testers services contract up to 2 years),2015-04-20,Awarded to Suppliers,FORCE 21 EQUIPMENT PTE LTD,19500
SPO000ETT15000038,Singapore Polytechnic,SA14/0142-V2 Tender for Term Contract for LEAP Intermediate 5D4N Camp for Year 2015 with Option to Renew for 1 year,2015-05-27,Awarded to Suppliers,ASPEN3 PTE. LTD.,159900
SPO000ETT15000040,Singapore Polytechnic,"ME14/0143 Tender for Supply, deliver,levelling and commissioning of Vertical Milling Machines",2015-04-27,Awarded to Suppliers,GCS MACHINERY PTE. LTD.,74000
SPO000ETT15000042,Singapore Polytechnic,"MA14/0109 Tender for Supply, Install and Commission of High Voltage Distribution and Power Management System at Electrical Laboratory (W112D)",2015-05-20,Awarded to Suppliers,ABB PTE. LTD.,588000
SPO000ETT15000043,Singapore Polytechnic,"CI14/0212 Tender for a 3-year enterprise agreement for IBM software licence purchase and software subscription & support (""S&S"")renewal",2015-05-16,Awarded to Suppliers,CTC GLOBAL PTE. LTD.,1087772.47
SPO000ETT15000044,Singapore Polytechnic,"CI14/0200 Supply, delivery, install, commission and maintenance of a service provider module to integrate with the new SingPass/CorpPass for Singapore Polytechnic",2015-05-26,Awarded to Suppliers,Netrust Pte Ltd,58248
SPO000ETT15000045,Singapore Polytechnic,"CM14/0113 - SPOH16 SP Open House 2016 Integrated Digital Marketing Campaign. For more details, pls contact requestor: Ms Sandra Yong Tele: 67721622 EMail: sandra_yong@sp.edu.sg. or Ms Rachel Lee Tel: 6870 6082 Email: rachel_lee@sp.edu.sg",2015-07-14,Awarded to Suppliers,JUZZ WEB PTE. LTD.,180000
SPO000ETT15000046,Singapore Polytechnic,CI14/0216 Maintenance for integrated security and environment monitoring system (ISEMS) at two data centres for Singapore Polytechnic,2015-05-08,Awarded to Suppliers,PROWLER INTERNATIONAL PTE. LTD.,253680
SPO000ETT15000047,Singapore Polytechnic,ED14/0415-V1 Proposed additions & alterations to existing fire hydrant & fire hosereel systems including design & construction of a new single storey pump house for Singapore Polytechnic,2015-06-09,Awarded to Suppliers,BNF Engineering (S) Pte Ltd,1697000
SPO000ETT15000048,Singapore Polytechnic,CL14/0359 for Tender Ref:SP/CLS/15/0108/TNM Purchase of trip package for 30-40 SP CLS students and 1-2 accompanying staff on OIP Trip to food industry in Thailand from 28 Sept 15 to 9 Oct 15 (AY1516 Trip 15) as per specifications attached.,2015-07-13,Awarded to Suppliers,PJE GROUP PTE. LTD.,47428
SPO000ETT15000049,Singapore Polytechnic,"CM15/0002 - External and internal shuttle bus services for Open House 2016 (with option to renew for one more year subject to satisfactory performance). For further clarifications regarding the Specifications, please contact: Ms Yvonne Teo @ 67721766 or Ms Sim Pei Shan tel: 68706122 or alternatively, Email: yvonne_teo@sp.edu.sg or sim_pei_shan@sp.edu.sg",2015-05-26,Awarded to Suppliers,WOODLANDS TRANSPORT SERVICE PTE LTD,38200
SPO000ETT15000052,Singapore Polytechnic,"IT15/0010 Tender for purchase of training package for 10-40 DMIT students and 0-2 accompanying staff on OIP to Animation and Game Development Industry, Japan from 07 Sep 2015 - 20 Sep 2015",2015-07-07,Awarded to Suppliers,CITYSTATE ARDENT TRAVEL PTE LTD,112800
SPO000ETT15000053,Singapore Polytechnic,ET15/0015 Tender for training package for 5-20  students and 1 staff on OITP to Environmental Training Organisation in Thailand from 05 Sep 2015 - 17 Oct 2015,2015-07-01,Awarded to Suppliers,GRENZONE PTE. LTD.,27580
SPO000ETT15000054,Singapore Polytechnic,"ED15/0020 Proposed 6.6KV cable, pilot cable and associated works at substations 9 & 12 for Singapore Polytechnic",2015-06-16,Awarded to Suppliers,BEE KONG ELECTRICAL ENGINEERING PTE LTD,228000
SPO000ETT15000055,Singapore Polytechnic,ET15/0016 Tender for training package for 15 - 30  students and 1 staff on OITP to Wuxi IoT Institute from 05 Sep 2015 - 17 Oct 2015,2015-06-18,Awarded to No Suppliers,na,0
SPO000ETT15000057,Singapore Polytechnic,"ME15/0011 Tender for  training package for 5-50 MAE students and 1-40 EEE students and 1-4  staff on OITP trip to Changchun, China from 5 Sep 2015 to 17 Oct 2015",2015-07-23,Awarded to Suppliers,STARWORLD INFOTECH PTE. LTD.,128606
SPO000ETT15000060,Singapore Polytechnic,BE15/0013-V1 Tender for training package for 21-45  students and 1-2 staff on OST to Kuala Lumpur and Penang (Malaysia) from 13 August 2015 to 19 Aug 2015,2015-06-30,Awarded to Suppliers,PJE GROUP PTE. LTD.,17232
SPO000ETT15000062,Singapore Polytechnic,SB15/0013 Tender for Purchase of training package for 35-60 SB students and 1-2 accompanying staff on OST to Entrepreneurship System in Seoul from 14 Sep 2015 - 23 Sep 2015,2015-07-27,Awarded to No Suppliers,na,0
SPO000ETT15000063,Singapore Polytechnic,SB15/0016 Tender for purchase of training package for 35 - 45 SB students and 2 accompanying staff on OIP to Chinese Business Environment from 09 Sep 2015 - 29 Sep 2015,2015-07-15,Awarded to Suppliers,PJE GROUP PTE. LTD.,116072
SPO000ETT15000064,Singapore Polytechnic,ED14/0273-V1 Proposed additions and alterations to existing 5-storey main library building and 4-storey library annex building (phase one) at Singapore Polytechnic,2015-07-13,Awarded to Suppliers,BNF Engineering (S) Pte Ltd,2950000
SPO000ETT15000065,Singapore Polytechnic,ED15/0059 Term contract for the provision of audio-visual maintenance services and related work to existing facilities at Singapore Polytechnic for period of 24 months from 1/7/2015 to 30/6/2017 with an option to extend for another (12 months + 12 months),2015-07-02,Awarded to Suppliers,ELECTRO-ACOUSTICS SYSTEMS PTE LTD,247923
SPO000ETT15000066,Singapore Polytechnic,CE15/0003-V2 - The implementation of the maintenance of lecture recording systems for the period of one year with an option to renew on a yearly basis for two years. Requestor: Mr Hafiz Hasnol Tele: 68704681.,2015-07-28,Awarded to Suppliers,BLUE ORANGE PTE LTD,156125
SPO000ETT15000067,Singapore Polytechnic,"SB15/0019 Tender for purchase of trip package for 1 - 30 SB students and 3 accompanying staff on OIP to Tricity Program (Indonesia, Vietnam, Thailand) from 26 Sep 2015 - 28 Nov 2015",2015-08-04,Awarded to Suppliers,Transinex Pte Ltd,61000
SPO000ETT15000068,Singapore Polytechnic,"SA15/0009-V2 Term Contract for LEAP Foundation 4D3N Camp (Kota Tinggi, Malaysia) for Year 2015 with Option to Renew for 1 year",2015-07-21,Awarded to Suppliers,ASPEN3 PTE. LTD.,302400
SPO000ETT15000071,Singapore Polytechnic,"ME15/0001 Tender for Supply, Delivery, Installation and Commissioning of used and serviceable of Turbofan Aircraft and Turboprop Aircraft.",2015-08-21,Awarded to No Suppliers,na,0
SPO000ETT15000072,Singapore Polytechnic,"CM15/0015 - Production, delivery and packing of premiums for distribution to the secondary school for outreach purpose.",2015-06-23,Awarded to Suppliers,HAI-OU CO. (S) PTE. LTD.,48129
SPO000ETT15000072,Singapore Polytechnic,"CM15/0015 - Production, delivery and packing of premiums for distribution to the secondary school for outreach purpose.",2015-06-23,Awarded to Suppliers,PREMIER ENGINEERING & TRADING PTE. LTD.,48129
SPO000ETT15000073,Singapore Polytechnic,ED15/0075 Term contract for cleaning services to toilets and related amenities at Singapore Polytechnic for 2 years with an option to extend for another 2 years on yearly basis,2015-07-21,Awarded to Suppliers,ENG LENG CONTRACTORS PTE LTD,863240
SPO000ETT15000078,Singapore Polytechnic,"ME14/0077 Tender For Supply, Delivery, Install and Commission of High Accuracy Rapid Prototyping Machine",2015-07-23,Awarded to Suppliers,CREATZ3D PTE. LTD.,310000
SPO000ETT15000079,Singapore Polytechnic,"BE15/0030 Tender for training package for 15-30 SP students and 1  staff on OST to University of Melbourne, Australia from 27 Sep 2015 to 02 Oct 2015",2015-08-06,Awarded to Suppliers,INTERNATIONAL PARADISE CONNEXIONS TOURS & TRAVELS PTE LTD,45520
SPO000ETT15000081,Singapore Polytechnic,"BE15/0042 Tender for Purchase of training package for 15-45 SP students and 1-3  staff on OST to Bali Green School, Indonesia from 05 Oct 2015 to 09 Oct 2015",2015-07-27,Awarded to No Suppliers,na,0
SPO000ETT15000082,Singapore Polytechnic,"ME15/0024 Tender for Supply, delivery, installation, calibration test and commissioning of ONE unit of CNC Turning Center with C-Axis Milling Function",2015-07-15,Awarded to Suppliers,DMG MORI SINGAPORE PTE. LTD.,159000
SPO000ETT15000085,Singapore Polytechnic,CT15/0024 - Design and Build Mechanical Ventilation system for W211D Biodiesel Lab.,2015-09-18,Awarded to Suppliers,Sing Wah Enterprise Pte Ltd,33700
SPO000ETT15000086,Singapore Polytechnic,ED14/0308 Proposed upgrading work to lecture theatres 14A & 14B (LT14A & LT14B) at Singapore Polytechnic,2015-08-03,Awarded to Suppliers,APEX PROJECTS PTE. LTD.,688000
SPO000ETT15000087,Singapore Polytechnic,CA15/0010-V1 Tender for Accommodation for Youth Model ASEAN Conference 2015 (YMAC) from 4 to 8 Oct 2015,2015-07-03,Awarded to No Suppliers,na,0
SPO000ETT15000088,Singapore Polytechnic,"RD15/0012-V1 - Tender for Supply, Delivery, Installation and Commissioning of Laser Shearography System for Composite Structures.",2015-09-08,Awarded to Suppliers,QUANTUM TECHNOLOGIES GLOBAL PTE. LTD.,119000
